Account Name,Website,Country/Region,City,LinkedIn URL,Lead Source,Lead Rating,Status,Topic,Description,Industry,Segment,Owner,Next Step,Notes
Molfar Intelligence,https://molfar.com/,Ukraine,Kyiv,,Eurosatory 2026 Catalog,C,New,"Threat intel, hardware appliances, cloud souverain, audits.","Molfar Intelligence Firm аналізує внутрішні політики, відгуки зацікавлених сторін і минулі скандали потенційного контрагента. Це дозволяє уникнути співпраці з партнером із негативним іміджем у галузі. ""compact"" : ""normal""); }); } } // Run o…",Cybersecurity,Dual-use technology,,Keep in watchlist,
MOLPIR S.R.O.,https://www.molpir.com/,Slovaquie,SMOLENICE,,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, NRBC / CBRN.",Domov O nás Naša ponuka Multimédiá Nabíjanie Dezinfekcia Klimatizácie a kúrenie Filtro-ventilácia Ostatné Kontakty E-shop Dotknite sa budúcnosti už dnes Pozrieť našu ponuku Navštívte náš internetový obchod Nakupujte z pohodlia domova kedyko…,NRBC / CBRN,,,Keep in watchlist,
MOMENTUM TECHNOLOGIES (LIFEPODS),http://www.lifepods.tech/,France,LE BOULOU,https://www.linkedin.com/company/momentum-technologies-lifepods/?viewAsMember=true,Eurosatory 2026 Catalog,A,New,"Textiles, composites, optronique, énergie pour kits soldat.",MOMENTUM TECHNOLOGIES is a French company specializing in the development and manufacture of technological solutions designed to protect people from extreme ...,Soldier systems,Naval defense; Homeland security,,Contact sales team and qualify need,
MÖNCH PUBLISHING GROUP,https://www.monch.com/,Allemagne,BAD NEUENAHR,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MONKILOWATT,http://www.monkilowatt.fr/,France,TOULOUSE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MONOPULSE,,Lituanie,Vilnius,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MONT BLANC PRODUCTIONS,https://www.montblancproductions.fr/,France,SALLANCHES,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MONVALIS GMBH,http://www.monvalis.de/,Allemagne,BIELEFELD,,Eurosatory 2026 Catalog,D,New,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,"With Monvalis GmbH, we are bundling the combined expertise of the DRECKSHAGE Group into a clearly focused, industry-specific range of services in the field o...",Other,,,No immediate action,
MOOG INC.,https://www.moog.com/,États-Unis,EAST AURORA,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Moori Technologies,http://mooritech.com/,Corée du Sud,"Seongnam-si, Gyeonggi–do",,Eurosatory 2026 Catalog,C,New,Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics.,"MOORI Technologies is a South Korean electro-optics company specialising in 1.5 um solid-state and microchip lasers, rangefinders, and open-path FTIR spectro...",Optics / optronics,,,Keep in watchlist,
MORAI GmbH,http://www.morai.ai/,Allemagne,Garching,https://www.linkedin.com/company/morai/,Eurosatory 2026 Catalog,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",MORAI is a provider of a modular digital twin simulation platform for the development and validation of autonomous systems and manned–unmanned teaming applic...,Electronic warfare,Air defense; Naval defense,,Contact sales team and qualify need,
MORIN - K9 VISION,https://www.morinfrance.com/,France,MONTLHERY,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
"MOS nutrition, Emergency Food, MX3 nutrition",https://www.nutridry.com/,France,VILLENAVE D'ORNON,https://www.linkedin.com/company/nutridrygroup/?originalSubdomain=fr,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MostaTech,http://mostatech.mt/,Malta,MOSTA,https://www.linkedin.com/company/mostatech,Eurosatory 2026 Catalog,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",EUROSATORY 2026 MostaTech is a European manufacturer of miniature fiber optic gyroscopes (FOGs) and FOG-based inertial measurement units (IMUs) with 35+ yea...,UAV / drones,Naval defense; Optics / optronics,,Review website and validate opportunity,
Motor-G,https://motor-g.com/en/,Ukraine,Kyiv,,Eurosatory 2026 Catalog,C,New,Sub-system / payload pour OEM drones tactiques.,"Are Motor-G electric motors made in Ukraine? + Yes, our production is located directly in Ukraine. What is the price of Motor-G motors? + Prices for the main types of motors are listed on our website. How can I order Motor-G motors? + You c…",UAV / drones,Armored vehicles; Logistics / MRO,,Keep in watchlist,
Motorola Solutions,http://www.motorolasolutions.com/,France,LONDON,https://www.linkedin.com/company/motorolasolutions/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MPH,http://mph-mecanique.fr/,France,VILLEROY,https://www.linkedin.com/company/mph-mecanique/,Eurosatory 2026 Catalog,C,New,"Outils CAD, simulation, certification pour bureau d'études.","MPH is an industrial partner capable of handling critical mechanical parts and assemblies, from machining to assembly and testing, with a high level of relia...",Engineering services,,,Keep in watchlist,
M-Plus France,http://www.m-plusgroup.com/,France,LACHAPELLE-SOUS-ROUGEMONT,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MPM,https://www.mpm.fr/,France,MURET,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MPP,http://www.mpp.be/,Belgique,HAMOIR,https://linkedin.com/company/mpp-belgium,Eurosatory 2026 Catalog,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","MPP is a mission-critical partner in non-destructive testing for defence and aerospace. With EN9100 & Nadcap accreditations, advanced multimethod capabilitie...",Space / satellite,Logistics / MRO,,Review website and validate opportunity,
MPS Microsystems,http://www.mpsag.com/en/,Suisse,Biel-Bienne,https://www.linkedin.com/company/mpsagcom/,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,MPS Microsystems designs and manufactures miniaturized actuation and optomechanical subsystems for aerospace and defense platforms where SWaP constraints are...,Other,,,No immediate action,
Mraz Robotics s. r. o.,,Slovaquie,Bucany,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MSI Defense Solutions,http://www.msidefense.com/,États-Unis,Mooresville,https://www.linkedin.com/company/2487734/,Eurosatory 2026 Catalog,B,New,"Fournisseur de RF, radars, optronique et embarqués pour stacks anti-drone.",MSI Defense Solutions rapidly deploys ground-breaking techniques and the latest technologies to mission critical defense programs. MSI accomplishes accelerat...,Counter-UAV,Air defense; UAV / drones,,Review website and validate opportunity,
MSI-Defence Systems,https://www.msi-dsl.com/,Royaume-Uni,NORWICH - NORFOLK,https://www.linkedin.com/company/msi-defence-systems-ltd/,Eurosatory 2026 Catalog,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.","LEARN MORE ABOUT OUR HISTORY Latest News 03/10/2025 Meeting at Jordan Armed Forces General Command During a recent visit to Jordan, MSI-Defence Systems had the pleasure of meeting with The ... DISCOVER OUR HERITAGE Latest News 03/10/2025 Me…",Naval defense,Land defense; UAV / drones,,Review website and validate opportunity,
MSM LAND SYSTEMS s.r.o.,https://www.msmls.sk/,Slovaquie,Trencin,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,"Spoločnosť MSM LAND SYSTEMS je členom priemyselno-technologickej skupiny Czechoslovak Group (CSG) a jej divízie CSG Defence . Jej spoločnosti sú organizované v divíziách, ktoré zároveň predstavujú kľúčové odbory, v ktorých skupina pôsobí: C…",Land defense,,,No immediate action,
"MSM Services, s.r.o.",http://msm.sk/,Slovaquie,DUBNICA NAD VAHOM,,Eurosatory 2026 Catalog,B,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","MSM GROUP is a European leader in the development and production of defence technology, aiming for a unique position within the European defence industry – t...",Armored vehicles,Weapons; Ammunition,,Review website and validate opportunity,
MTE/DGITM/SDMINT/MINT2,http://www.ecologie.gouv.fr/politiques-publiques/agence-linnovation-transports,France,LA DÉFENSE CEDEX,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MTN Satellite,http://www.mtnsat.com/,États-Unis,Fort Lauderdale,https://www.linkedin.com/company/mtn-global/posts/?feedView=all,Eurosatory 2026 Catalog,A,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Communications networks.","Government agencies and first responders require mission-critical communications with zero tolerance for downtime. With 45+ years of expertise, MTN delivers ...",Space / satellite,Naval defense; Logistics / MRO,,Contact sales team and qualify need,
"Mudanjiang North Alloy Tools Co., Ltd.",http://en.north-tungsten.cn/,Chine,MUDANJIANG,,Eurosatory 2026 Catalog,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.","Mudanjiang North Alloy Tool Co., Ltd. belongs to China Ordnance Equipment Group Co., LTD. It is the earliest manufacturer of cemented carbide and tungsten al...",Space / satellite,Armored vehicles; Ammunition,,Review website and validate opportunity,
MULTICUT A/S,,Danemark,VILDBJERG,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MULTIVIS BRASIL LTDA,https://multivis.com/,Brésil,Rio de Janeiro,,Eurosatory 2026 Catalog,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.","Get in touch COLLABORATE AND SHARE EASILY Visualize and prioritize information Decide quickly and correctly GET INTO THE MULTIVERSE MULTIVERSE is the environment of integrated tools we install in control rooms to allow collaboration, visual…",C4ISR,Cybersecurity; Radar / sensors,,Review website and validate opportunity,
MUNEXLOG SAS,https://www.munexlog.com/,France,PARIS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MUNITIONS INDIA LIMITED,https://munitionsindia.in/,Inde,PUNE,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Münstermann,http://www.muenstermann.com/,Allemagne,TELGTE,https://www.linkedin.com/company/muenstermann,Eurosatory 2026 Catalog,C,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Energy / batteries.","Münstermann is a family-owned company with its manufacturing and R&D facilities in Telgte, Germany. For decades, we have been developing and delivering custo...",Naval defense,,,Keep in watchlist,
MUSTAD BELGIUM,https://www.mustad.be/,Belgique,EUPEN,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MUSTHANE,http://www.musthane.fr/,France,WILLEMS,https://www.linkedin.com/company/musthane,Eurosatory 2026 Catalog,C,New,"Aramide, céramique, composites, certification balistique.",MUSTHANE produces and distributes innovative tailor-made solutions for high technology flexibility and mobility. MustMOVE range: TSP-Protection and camoufla...,Ballistic protection,Logistics / MRO; Engineering services,,Keep in watchlist,
MVG Microwave Vision Group,http://www.mvg-world.com/,France,VILLEJUST,https://www.linkedin.com/company/microwave-vision-group-satimo-orbit-fr-aemi-&-remc,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MW Group,,Suède,Solna,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Myakiatto,https://www.myakiatto.com/,France,CLERMONT FERRAND,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MYDEFENCE COMMUNICATION,http://www.mydefence.dk/,Danemark,NR. SUNDBY,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
MZD ELEKTRIK ELEKTRONIK ELEKTROMEKANIK MEKATRONIK,http://www.mzd.com.tr/,Turquie,ANKARA,https://www.linkedin.com/company/mzdsavunma,Eurosatory 2026 Catalog,B,New,"Visuel, motion, haptique, IA pour fabricants de simulateurs.","MZD Elektrik Elektronik A.Ş. was established in 2014 in the İvedik Organized Industrial Zone in Ankara and has been designing, manufacturing, and performing ...",Simulation / training,Engineering services,,Review website and validate opportunity,
Nabtesco Precision Europe GmbH,http://www.nabtesco.de/,Allemagne,DUESSELDORF,https://www.linkedin.com/company/nabtesco-precision-europe-gmbh/,Eurosatory 2026 Catalog,D,New,Vend des sous-systèmes / composants à un OEM construisant Engines / propulsion.,"Precision gearboxes from Nabtesco stand for top quality, performance, safety, availability, durability and first-class customer service. They are used millio...",Other,,,No immediate action,
NAE,http://www.nae.fr/,France,SAINT-ETIENNE DU ROUVRAY,https://www.linkedin.com/company/normandie-aeroespace,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
NAMMA,https://www.namma-france.com/,France,33700,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Nammo AS,http://www.nammo.com/,Norvège,RAUFOSS,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
"NANJING CNGEIR TECHNOLOGY CO.,LTD",https://www.cngeir.com/,Chine,NANJING,,Eurosatory 2026 Catalog,D,New,Qualifier l'activité avant tout pitch ciblé.,To enrich,Other,,,No immediate action,
Nanomade,https://nanomade.com/,France,TOULOUSE,www.linkedin.com/company/nanomade,Eurosatory 2026 Catalog,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.","Discover our applications Aerospace Medical Consumer tech Automobile Discover our applications They trust us Compatible with all materials Nanomade sensors are compatible with any and all materials, offering adaptability across various surf…",Radar / sensors,,,Review website and validate opportunity,
