Name,Website,BillingCountry,BillingCity,LinkedIn__c,Industry,Type,Lead_Score__c,Lead_Rating__c,Status,Description,Next_Step__c,Buying_Need_Main__c,Lead_Source__c
Moori Technologies,http://mooritech.com/,Corée du Sud,"Seongnam-si, Gyeonggi–do",,Optics / optronics,OEM,51.4,C,New,Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics.,Keep in watchlist,Electronic components,Eurosatory 2026 Catalog
MORAI GmbH,http://www.morai.ai/,Allemagne,Garching,https://www.linkedin.com/company/morai/,Electronic warfare,Distributeur,79.0,A,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
MORIN - K9 VISION,https://www.morinfrance.com/,France,MONTLHERY,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"MOS nutrition, Emergency Food, MX3 nutrition",https://www.nutridry.com/,France,VILLENAVE D'ORNON,https://www.linkedin.com/company/nutridrygroup/?originalSubdomain=fr,Logistics / MRO,OEM,61.0,B,New,"Pièces de rechange, calibration, certification pour acteurs MRO.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
MostaTech,http://mostatech.mt/,Malta,MOSTA,https://www.linkedin.com/company/mostatech,UAV / drones,OEM,68.0,B,New,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
Motor-G,https://motor-g.com/en/,Ukraine,Kyiv,,UAV / drones,OEM,55.6,C,New,Sub-system / payload pour OEM drones tactiques.,Keep in watchlist,Energy / batteries,Eurosatory 2026 Catalog
Motorola Solutions,http://www.motorolasolutions.com/,France,LONDON,https://www.linkedin.com/company/motorolasolutions/,Intelligence / ISR,Distributeur,69.5,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
MPH,http://mph-mecanique.fr/,France,VILLEROY,https://www.linkedin.com/company/mph-mecanique/,Engineering services,OEM,58.5,C,New,"Outils CAD, simulation, certification pour bureau d'études.",Keep in watchlist,Mechanical parts,Eurosatory 2026 Catalog
M-Plus France,http://www.m-plusgroup.com/,France,LACHAPELLE-SOUS-ROUGEMONT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MPM,https://www.mpm.fr/,France,MURET,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MPP,http://www.mpp.be/,Belgique,HAMOIR,https://linkedin.com/company/mpp-belgium,Space / satellite,Distributeur,62.6,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
MPS Microsystems,http://www.mpsag.com/en/,Suisse,Biel-Bienne,https://www.linkedin.com/company/mpsagcom/,Other,À vérifier,22.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
Mraz Robotics s. r. o.,,Slovaquie,Bucany,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MSI Defense Solutions,http://www.msidefense.com/,États-Unis,Mooresville,https://www.linkedin.com/company/2487734/,Counter-UAV,OEM,68.0,B,New,"Fournisseur de RF, radars, optronique et embarqués pour stacks anti-drone.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
MSI-Defence Systems,https://www.msi-dsl.com/,Royaume-Uni,NORWICH - NORFOLK,https://www.linkedin.com/company/msi-defence-systems-ltd/,Naval defense,OEM,71.5,B,New,"Radars, sonars, comms, armement, sustainment pour primes navals.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
MSM LAND SYSTEMS s.r.o.,https://www.msmls.sk/,Slovaquie,Trencin,,Land defense,À vérifier,29.1,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
"MSM Services, s.r.o.",http://msm.sk/,Slovaquie,DUBNICA NAD VAHOM,,Armored vehicles,OEM,66.5,B,New,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
MTE/DGITM/SDMINT/MINT2,http://www.ecologie.gouv.fr/politiques-publiques/agence-linnovation-transports,France,LA DÉFENSE CEDEX,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MTN Satellite,http://www.mtnsat.com/,États-Unis,Fort Lauderdale,https://www.linkedin.com/company/mtn-global/posts/?feedView=all,Space / satellite,OEM,76.1,A,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Communications networks.",Contact sales team and qualify need,Mechanical parts,Eurosatory 2026 Catalog
"Mudanjiang North Alloy Tools Co., Ltd.",http://en.north-tungsten.cn/,Chine,MUDANJIANG,,Space / satellite,OEM,74.0,B,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
MULTICUT A/S,,Danemark,VILDBJERG,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MULTIVIS BRASIL LTDA,https://multivis.com/,Brésil,Rio de Janeiro,,C4ISR,Distributeur,67.6,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
MUNEXLOG SAS,https://www.munexlog.com/,France,PARIS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MUNITIONS INDIA LIMITED,https://munitionsindia.in/,Inde,PUNE,,Other,À vérifier,4.0,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Münstermann,http://www.muenstermann.com/,Allemagne,TELGTE,https://www.linkedin.com/company/muenstermann,Naval defense,OEM,58.8,C,New,"Vend des sous-systèmes / composants à un OEM construisant Logistics equipment, Energy / batteries.",Keep in watchlist,Mechanical parts,Eurosatory 2026 Catalog
MUSTAD BELGIUM,https://www.mustad.be/,Belgique,EUPEN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MUSTHANE,http://www.musthane.fr/,France,WILLEMS,https://www.linkedin.com/company/musthane,Ballistic protection,À vérifier,45.1,C,New,"Aramide, céramique, composites, certification balistique.",Keep in watchlist,Industrial subcontracting / machining,Eurosatory 2026 Catalog
MVG Microwave Vision Group,http://www.mvg-world.com/,France,VILLEJUST,https://www.linkedin.com/company/microwave-vision-group-satimo-orbit-fr-aemi-&-remc,Radar / sensors,OEM,77.0,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
MW Group,,Suède,Solna,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Myakiatto,https://www.myakiatto.com/,France,CLERMONT FERRAND,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MYDEFENCE COMMUNICATION,http://www.mydefence.dk/,Danemark,NR. SUNDBY,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
MZD ELEKTRIK ELEKTRONIK ELEKTROMEKANIK MEKATRONIK,http://www.mzd.com.tr/,Turquie,ANKARA,https://www.linkedin.com/company/mzdsavunma,Simulation / training,OEM,67.5,B,New,"Visuel, motion, haptique, IA pour fabricants de simulateurs.",Review website and validate opportunity,RF / microwave components,Eurosatory 2026 Catalog
Nabtesco Precision Europe GmbH,http://www.nabtesco.de/,Allemagne,DUESSELDORF,https://www.linkedin.com/company/nabtesco-precision-europe-gmbh/,Other,OEM,36.9,D,New,Vend des sous-systèmes / composants à un OEM construisant Engines / propulsion.,No immediate action,Mechanical parts,Eurosatory 2026 Catalog
NAE,http://www.nae.fr/,France,SAINT-ETIENNE DU ROUVRAY,https://www.linkedin.com/company/normandie-aeroespace,Radar / sensors,Distributeur,72.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
NAMMA,https://www.namma-france.com/,France,33700,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Nammo AS,http://www.nammo.com/,Norvège,RAUFOSS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"NANJING CNGEIR TECHNOLOGY CO.,LTD",https://www.cngeir.com/,Chine,NANJING,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Nanomade,https://nanomade.com/,France,TOULOUSE,www.linkedin.com/company/nanomade,Radar / sensors,OEM,64.0,B,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
NanoPyro,http://www.nanopyro.be/,Belgique,NIVELLES,https://www.linkedin.com/company/nanopyro/,Ammunition,OEM,62.1,B,New,"Matériaux énergétiques, mécanique, packaging, certification.",Review website and validate opportunity,Energetic materials,Eurosatory 2026 Catalog
NANOXPLORE SAS,,France,SEVRES,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
"NANTONG HANVO NEW MATERIAL TECHNOLOGY CO.,LTD",http://www.hanvomaterial.com/,Chine,NANTONG,,Other,À vérifier,16.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
NANUK BY PLASTICASE INC.,,Canada,TERREBONNE,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NATION SHIELD JOURNAL,https://www.nationshield.ae/index.php/module/magazine/en/30,Émirats arabes unis,ABU DHABI,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NATO MISSILE FIRING INSTALLATION,http://www.namfi.gr/,Grèce,"CHANIA, CRÈTE",,UAV / drones,Distributeur,76.0,A,New,Sub-system / payload pour OEM drones tactiques.,Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
NATRIX UGV,https://www.natrix.eu/,Lettonie,RĪGA,,C4ISR,Distributeur,62.0,B,New,"Composants, sous-systèmes, software, services pour primes C4ISR.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
NAUDI - THE NATIONAL ASSOCIATION OF UKRAINIAN DEFENSE INDUSTRIES,http://naudi.com.ua/,Ukraine,KYIV,https://www.linkedin.com/company/naudi/,Intelligence / ISR,OEM,70.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, UAV / drones.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
NAVANTIA,https://www.navantia.es/en/,Espagne,MADRID,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Navigate,,Danemark,Copenhagen,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Naxcon,https://www.naxcon.com/,Allemagne,FREIBURG,https://www.linkedin.com/company/naxcon/posts/?feedView=all,Cybersecurity,OEM,75.5,A,New,"Threat intel, hardware appliances, cloud souverain, audits.",Contact sales team and qualify need,Cloud / data services,Eurosatory 2026 Catalog
NCS SYSTEMS,https://www.ncs-systems.eu/,France,ELANCOURT,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NECAS A/S,,Danemark,STØVRING,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NEDINSCO B.V.,http://www.nedinsco.com/,Pays-Bas,VENLO,https://www.linkedin.com/company/nedinsco-bv,Intelligence / ISR,OEM,68.5,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Energy / batteries,Eurosatory 2026 Catalog
NEMS GmbH,http://www.nems.de/,Allemagne,MONHEIM AM RHEIN,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NETA COMMUNICATIONS,https://www.netacoms.com/airborneandgrounddatalinkantennasystems,Turquie,İSTANBUL,https://www.linkedin.com/company/netacoms/posts/?feedView=all,Space / satellite,Distributeur,80.0,A,New,"Composites, capteurs, comms, lancement pour primes spatiaux.",Contact sales team and qualify need,Energy / batteries,Eurosatory 2026 Catalog
Netcompany A/S,,Danemark,København K,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
Netherlands Pavilion,http://www.nidv.eu/,Pays-Bas,THE HAGUE,,Intelligence / ISR,OEM,77.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,RF / microwave components,Eurosatory 2026 Catalog
Netline,http://www.netlinetech.com/,Israël,TEL AVIV,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NEUMAN ALUMINIUM FLIESSPRESSWERK GMBH,http://www.neuman.at/technology/impact-extrusion,Autriche,LILIENFELD,https://www.linkedin.com/company/neuman-aluminium-impact-extrusion/,Radar / sensors,OEM,79.0,A,New,"Front-ends RF, processeurs, mécanique de précision pour fabricants radars.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
NEUROCOMS,http://www.neurocoms.xyz/,Espagne,MADRID,,Electronic warfare,OEM,64.5,B,New,"Vend des sous-systèmes / composants à un OEM construisant Communications networks, UAV / drones.",Review website and validate opportunity,RF / microwave components,Eurosatory 2026 Catalog
New Expo Logística,https://newexpo.com.br/,Brésil,São Paulo,,Logistics / MRO,OEM,48.4,C,New,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Keep in watchlist,Mechanical parts,Eurosatory 2026 Catalog
NEW LACHAUSSEE SA,https://www.lachaussee.com/,Belgique,HERSTAL,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
New Use Energy,http://www.newuseenergy.com/,États-Unis,Anacortes,,Intelligence / ISR,Distributeur,75.5,A,New,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, UAV / drones.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
NEXTDYN SYSTEMS,https://www.nextdynsystems.com/,États-Unis,FORT LEE,,Weapons,OEM,64.3,B,New,"Usinage de précision, matériaux, optronique, composants munitions ITAR-friendly.",Review website and validate opportunity,Mechanical parts,Eurosatory 2026 Catalog
NEXUS FRANCE,https://nexus-groupe.com/fr/accueil/,France,ROGNES,https://www.linkedin.com/company/groupenexus,Intelligence / ISR,OEM,71.0,B,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Review website and validate opportunity,Engines / propulsion,Eurosatory 2026 Catalog
NEXVISION SAS,https://www.nexvision.fr/,France,MARSEILLE,https://www.linkedin.com/company/nexvision-sas,Intelligence / ISR,OEM,76.5,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Engines / propulsion,Eurosatory 2026 Catalog
NFM GROUP AS,http://www.nfm.no/,Norvège,SKI,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NI (now part of Emerson),http://www.ni.com/,France,COLOMBES,https://www.linkedin.com/company/niglobal,Electronic warfare,OEM,71.5,B,New,"Amplis RF, processeurs signal, embarqué, antennes pour EW.",Review website and validate opportunity,Electronic components,Eurosatory 2026 Catalog
NICOMATIC,http://www.nicomatic.com/,France,BONS EN CHABLAIS,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
NIDEC ARISA S.L.U.,http://www.arisa.com/,Espagne,Navarrete,https://es.linkedin.com/company/nidec-arisa,Other,À vérifier,17.6,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,Industrial subcontracting / machining,Eurosatory 2026 Catalog
NIGHTVISION LASERS SPAIN NVLS,http://www.nvls.es/,Espagne,,https://www.linkedin.com/company/nightvision-lasers-spain-sl/,Intelligence / ISR,OEM,77.0,A,New,"Capteurs, payloads optroniques, communications pour plateformes ISR.",Contact sales team and qualify need,Electronic components,Eurosatory 2026 Catalog
NIMROD Industries,https://www.nimrod-group.com/,France,Taverny,,Other,À vérifier,,D,New,Qualifier l'activité avant tout pitch ciblé.,No immediate action,To enrich,Eurosatory 2026 Catalog
