Company name,Website URL,Country,City,LinkedIn,Industry,Type,Lead score,Lead rating,Lifecycle stage,Buying need,Notes,Pitch,Next step,Owner
Kessler & Co. GmbH & Co. KG,http://www.kessler-co.com/,Allemagne,ABTSGMÜND,https://www.linkedin.com/company/27173161/,Weapons,OEM,66.0,B,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Software / Platforms.",Hi — Kessler & Co. GmbH & Co.,Review website and validate opportunity,
KEYSIGHT TECHNOLOGIES,http://www.keysight.com/find/ad,France,Bagneux,https://www.linkedin.com/company/keysight-technologies,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed KEYSIGHT TECHNOLOGIES at Eurosatory.,No immediate action,
Kia,https://special.kia.com/,Corée du Sud,SEOUL,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KIDDE DEUGRA Brandschutzsysteme GMBH,http://www.kidde-deugra.de/,Allemagne,RATINGEN,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Kilim Uniform,https://www.kilimuniform.com/,Turquie,ISTANBUL,,Soldier systems,Sous-traitant industriel,58.3,C,New,Composite materials,"Textiles, composites, optronique, énergie pour kits soldat.","Hi — I noticed Kilim Uniform builds Soldier equipment, Naval systems for Soldier systems.",Keep in watchlist,
KILOW,,France,CLUSES,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KINÉIS,http://kineis.com/,France,RAMONVILLE-SAINT-AGNE,https://www.linkedin.com/company/kineis-argos,Communications,OEM,61.5,B,New,Electronic components,"RF, crypto, certification interopérabilité pour radios tactiques.","Hi — I noticed KINÉIS builds Tactical radios, Logistics equipment (+3) for Communications.",Review website and validate opportunity,
Kitron,,Suède,Jönköping,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KITRON AS,http://www.kitron.com/,Norvège,ARENDAL,https://www.linkedin.com/company/kitron,UAV / drones,OEM,79.5,A,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed KITRON AS builds UAV / drones, Software / Platforms (+5) for UAV / drones.",Contact sales team and qualify need,
KK Group,,Danemark,Ikast,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KLAUS BAIER GMBH,http://www.klausbaier.de/,Allemagne,PFRONTEN,,Simulation / training,OEM,69.5,B,New,Cloud / data services,"Visuel, motion, haptique, IA pour fabricants de simulateurs.","Hi — I noticed KLAUS BAIER GMBH builds Software / Platforms, Logistics equipment (+2) for Simulation / training.",Review website and validate opportunity,
KME,https://www.kme.co.uk/,Royaume-Uni,KENT,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KNDS CBRN,http://knds.com/en/subsidiaries/knds-cbrn,France,SAINT-CHAMOND,,Intelligence / ISR,Équipementier,73.0,B,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed KNDS CBRN builds Vehicles, Weapons (+16) for Intelligence / ISR.",Review website and validate opportunity,
KNDS DEUTSCHLAND,http://www.knds.com/,Allemagne,MUNICH,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KNDS FRANCE - SCE COMPTABILITE FOURNISSEUR,http://www.knds.fr/,France,ROANNE CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KNDS Tracks,http://www.knds-tracks.de/,Allemagne,REMSCHEID,https://de.linkedin.com/company/knds-tracks,Space / satellite,OEM,80.0,A,New,Engines / propulsion,"Composites, capteurs, comms, lancement pour primes spatiaux.","Hi — I noticed KNDS Tracks builds Vehicles, UAV / drones (+9) for Space / satellite.",Contact sales team and qualify need,
KNL,http://knl.fi/,Finlande,OULU,,Electronic warfare,OEM,75.0,A,New,Engines / propulsion,"Amplis RF, processeurs signal, embarqué, antennes pour EW.","Hi — I noticed KNL builds Vehicles, Sensors (+7) for Electronic warfare.",Contact sales team and qualify need,
KNOTT GmbH Bremsen - Achsen,http://www.knott.de/,Allemagne,EGGSTAETT,https://www.linkedin.com/company/7976959/admin/dashboard/,Cybersecurity,OEM,75.6,A,New,Engines / propulsion,"Threat intel, hardware appliances, cloud souverain, audits.","Hi — I noticed KNOTT GmbH Bremsen - Achsen builds Vehicles, Software / Platforms for Cybersecurity.",Contact sales team and qualify need,
KOLARMS s.r.o.,,Slovaquie,Kolarovo,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KOLT Power,,Royaume-Uni,"FAREHAM, LEE-ON-SOLENT",,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KOLUMAN OTOMOTİV ENDÜSTRİ A.Ş.,http://kolumantech.com/,Turquie,MERSIN,https://www.linkedin.com/company/kolumantech/,Armored vehicles,OEM,59.5,C,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Engines / propulsion.",Hi — KOLUMAN OTOMOTİV ENDÜSTRİ A.Ş.,Keep in watchlist,
KONGSBERG,http://www.kongsberg.com/kda,Norvège,KONGSBERG,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KONI - AN ITT COMPANY,http://www.koni.com/,Pays-Bas,OUD-BEIJERLAND,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KÖNIG SEATINGS,http://www.koenig-sitze.de/,Allemagne,ILSFELD,,Dual-use technology,OEM,43.9,C,New,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Hi — KÖNIG SEATINGS ships Logistics equipment to defense customers.,Keep in watchlist,
KONSTRUKTA - DEFENCE,https://kotadef.sk/?lang=en,Slovaquie,DUBNICA NAD VÁHOM,https://www.linkedin.com/company/kotadef,Land defense,Distributeur,76.5,A,New,Mechanical parts,"Sous-systèmes, composites, certification pour primes terrestres.","Hi — I noticed KONSTRUKTA - DEFENCE builds Weapons, Logistics equipment (+4) for Land defense.",Contact sales team and qualify need,
KONTRON,http://www.kontron.com/,France,LA GARDE,https://www.linkedin.com/company/kontron,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Korea Defense Industry Association,http://www.kdia.or.kr/,Corée du Sud,SEOUL,,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Korea Defense Industry Association at Eurosatory.,No immediate action,
KOREA DEFENSE INDUSTRY CORP,https://www.koreadefenseindustry.com/eng/,Corée du Sud,Sejong,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
KOVO Armor,http://kovo-armor.com/,Lituanie,Klaipeda,,Soldier systems,OEM,69.5,B,New,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Soldier equipment.","Hi — KOVO Armor ships Software / Platforms, Soldier equipment (+3) to Police / law enforcement, Special forces.",Review website and validate opportunity,
Krämer Special Vehicles,http://www.kraemer-vehicles.com/,Allemagne,RHEINE,https://www.linkedin.com/company/krämer-special-vehicles-gmbh,Armored vehicles,OEM,55.0,C,New,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Engines / propulsion.","Hi — Krämer Special Vehicles ships Vehicles, Engines / propulsion to Civil security / fire.",Keep in watchlist,
KrattWorks,https://www.krattworks.com/,Estonie,TALLINN,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Kraus Elektrotechnik,http://www.kraus.de/,Allemagne,AUGSBURG,https://www.linkedin.com/company/walter-kraus-gmbh/,Naval defense,OEM,78.0,A,New,Electronic components,"Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics, Engines / propulsion.","Hi — Kraus Elektrotechnik ships Optronics / Optics, Engines / propulsion (+4) to defense customers.",Contact sales team and qualify need,
Krempel,http://www.krempel.com/en,Allemagne,VAIHINGEN ENZ,https://www.linkedin.com/company/krempel/?viewAsMember=true,Ballistic protection,Distributeur,74.0,B,New,Composite materials,"Aramide, céramique, composites, certification balistique.","Hi — I noticed Krempel builds Ballistic protection, Composite materials (+5) for Ballistic protection.",Review website and validate opportunity,
Kroko proizvodnja i razvoj d.o.o.,https://www.krokotactical.com/,Croatie,Sv. Ivan Zelina,,Other,À vérifier,4.0,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Kroko proizvodnja i razvoj d.o.o.,No immediate action,
KRONUS SIA,http://www.kronus.eu/,Lettonie,ULBROKA,https://www.linkedin.com/company/kronus-wooden-packaging,Logistics / MRO,OEM,74.4,B,New,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Logistics equipment.","Hi — KRONUS SIA ships Software / Platforms, Logistics equipment (+1) to defense customers.",Review website and validate opportunity,
K-TEG BV,http://k-teg.com/,Belgique,Hasselt,https://www.linkedin.com/company/k-teg/,UAV / drones,OEM,71.0,B,New,Electronic components,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed K-TEG BV builds Sensors, Weapons (+5) for UAV / drones.",Review website and validate opportunity,
KUEHNE+NAGEL,https://www.kuehne-nagel.com/fr,France,FERRIERES-EN-BRIE,https://www.linkedin.com/company/kuehne-nagel/,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
Kugler Bimetal SA,http://kuglerbimetal.ch/,Suisse,Le Lignon,https://www.linkedin.com/company/kugler-bimetal-sa,Logistics / MRO,OEM,56.6,C,New,Mechanical parts,"Vend des sous-systèmes / composants à un OEM construisant Engines / propulsion, Communications networks.","Hi — Kugler Bimetal SA ships Engines / propulsion, Communications networks to Aerospace primes, Critical infrastructure.",Keep in watchlist,
KYIVSKYI ALLIANCE,https://kyivalliance.tech/,Ukraine,KYIV,,Other,OEM,36.4,D,New,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Hi — KYIVSKYI ALLIANCE ships Logistics equipment to Defense ministries.,No immediate action,
KYUNGCHANG INDUSTRY (KCI),http://www.kyungchang.com/,Corée du Sud,"PAJU-SI, GYEONGGI-DO",,Other,À vérifier,16.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed KYUNGCHANG INDUSTRY (KCI) at Eurosatory.,No immediate action,
"Kyungdo Co., Ltd.",http://www.kyungdo.net/,Corée du Sud,"Yangsan-si, Gyeongsangnam-do",,Optics / optronics,OEM,49.4,C,New,Electronic components,Vend des sous-systèmes / composants à un OEM construisant Optronics / Optics.,"Hi — Kyungdo Co., Ltd.",Keep in watchlist,
L&D Jet Techniek,https://ldtechnics.com/,Belgique,Diest,,Naval defense,OEM,46.4,C,New,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,Hi — L&D Jet Techniek ships Logistics equipment to defense customers.,Keep in watchlist,
L3Harris Technologies,http://www.l3harris.com/,États-Unis,MELBOURNE,https://www.linkedin.com/company/l3harris-technologies,Intelligence / ISR,OEM,71.0,B,New,Electronic components,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed L3Harris Technologies builds Sensors, Optronics / Optics (+5) for Intelligence / ISR.",Review website and validate opportunity,
La Banque Postale,https://www.labanquepostale.fr/,France,Paris,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
La Dimension Mécanique (LDM),http://www.ldmeca.com/,France,Aubergenville,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LACHANT GROUP,,France,LA GRANDE PAROISSE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LACROIX,http://www.lacroix-defense.com/,France,MURET CEDEX,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LAMRE,http://www.lamre.fr/fr/,France,ORLEANS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LANCO,http://www.lanco-tentes.fr/,France,COURBEVOIE,https://www.linkedin.com/company/lanco-sas/,Armored vehicles,OEM,62.5,B,New,Sensors,"Vend des sous-systèmes / composants à un OEM construisant NRBC / CBRN, Vehicles.","Hi — LANCO ships NRBC / CBRN, Vehicles to Navy, Police / law enforcement (+2).",Review website and validate opportunity,
LAPP MULLER,http://lappmuller.lappgroup.com/,France,GRIMAUD,https://www.linkedin.com/company/84945970/admin/dashboard/,Naval defense,OEM,66.1,B,New,Engines / propulsion,"Radars, sonars, comms, armement, sustainment pour primes navals.","Hi — I noticed LAPP MULLER builds Vehicles, Sensors (+2) for Naval defense.",Review website and validate opportunity,
Largillière Finance,http://www.largilliere-finance.com/,France,PARIS,https://www.linkedin.com/company/largilli-re-finance/?viewAsMember=true,Engineering services,OEM,65.4,B,New,Cloud / data services,"Outils CAD, simulation, certification pour bureau d'études.","Hi — I noticed Largillière Finance builds Software / Platforms, Logistics equipment (+1) for Engineering services.",Review website and validate opportunity,
Laser Techniques Company,https://www.laser-ndt.com/,États-Unis,Redmond,,Other,À vérifier,15.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Laser Techniques Company at Eurosatory.,No immediate action,
Latence Technologies Inc. (LatenceTech),http://www.latencetech.com/,Canada,MONTRÉAL,https://www.linkedin.com/company/latence-technologies,Space / satellite,Distributeur,80.0,A,New,Cloud / data services,"Composites, capteurs, comms, lancement pour primes spatiaux.",Hi — I noticed Latence Technologies Inc.,Contact sales team and qualify need,
"LD Systems, Bozeman Montana",https://www.ldsystems.us/,États-Unis,BELGRADE,https://www.linkedin.com/company/ldsystems-us,Soldier systems,OEM,63.0,B,New,Engines / propulsion,"Textiles, composites, optronique, énergie pour kits soldat.","Hi — I noticed LD Systems, Bozeman Montana builds Vehicles, UAV / drones (+8) for Soldier systems.",Review website and validate opportunity,
"Le Bureau des Légendes, l'Escape Game Immersif",https://souslegende.com/,France,PARIS,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LE GUELLEC,https://www.leguellec.com/,France,QUIMPER,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LEADER,http://www.leader-group.company/fr,France,OCTEVILLE SUR MER,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LEAFIELD CASES,http://www.leafieldcases.com/,Royaume-Uni,CORSHAM,https://www.linkedin.com/company/11158761/admin/dashboard/,UAV / drones,OEM,64.6,B,New,Engines / propulsion,Sub-system / payload pour OEM drones tactiques.,"Hi — LEAFIELD CASES ships Vehicles, UAV / drones (+1) to Navy.",Review website and validate opportunity,
LEBLANC SAS,,France,LA HAGUE,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
LEMO FRANCE,http://www.lemo.com/,France,BUSSY SAINT GEORGES,https://www.linkedin.com/company/lemo?originalSubdomain=fr,UAV / drones,OEM,76.0,A,New,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","Hi — I noticed LEMO FRANCE builds UAV / drones, Optronics / Optics (+4) for UAV / drones.",Contact sales team and qualify need,
Leonardo,http://www.leonardo.com/,Italie,ROMA,https://www.linkedin.com/company/leonardo_company/,Intelligence / ISR,OEM,84.0,A,New,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","Hi — I noticed Leonardo builds Vehicles, UAV / drones (+13) for Intelligence / ISR.",Contact sales team and qualify need,
Leonardo DRS,http://www.leonardodrs.com/,États-Unis,ARLINGTON,https://www.linkedin.com/company/leonardodrs/,Other,À vérifier,17.6,D,New,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,Hi — I noticed Leonardo DRS at Eurosatory.,No immediate action,
LEROY AUTOMATION,https://www.leroy-automation.com/,France,Labège,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
"Leupold & Stevens, Inc.",https://www.leupold.com/,États-Unis,Beaverton,,Other,À vérifier,,D,New,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,No immediate action,
