exhibitor_id,company_name,country,website,pavilion,activity_1liner,supply_chain_tier,products,products_categories,services,services_categories,target_buyers,technologies,technologies_categories,why_target,completeness_score,data_source_strength
1432,Motor-G,Ukraine,https://motor-g.com/en/,,"Conçoit et fabrique des drones aériens, moteurs / propulsion, véhicules militaires.",OEM,drones aériens · moteurs / propulsion · véhicules militaires,Drones aériens (UAV) · Moteurs aéronautiques · Véhicules tactiques (non blindés),,,MoD / Armées,vol autonome · RF / micro-ondes · moteurs aéronautiques · véhicules tout-terrain,Robotique & autonomie · Vol autonome & GPS-denied · Communications RF / micro-ondes,"Acheteur potentiel de nacelles EO/IR, batteries Li-ion, liaison de données chiffrée pour ses lignes drones — également compétiteur sur le segment drones.",100,medium
1433,Motorola Solutions,France,http://www.motorolasolutions.com/,,"Édite des solutions de communications mission-critical (radios TETRA, P25, plateformes vidéo) pour la défense et la sécurité.",Tier 1,radios TETRA APX · radios P25 · caméras corporelles · plateformes CommandCentral,Réseaux militaires (5G/P-LTE/MANET),déploiement réseaux mission-critical · MCO radios,MCO / MRO,"MoD / Armées, Sécurité civile, Export / international",radios TETRA · communications militaires,Autre — à qualifier,"Leader mondial sur radios mission-critical (vs Hytera, Airbus DS) — fournisseur pour police, gendarmerie et forces armées.",100,manual
1434,MPH,France,http://mph-mecanique.fr/,,Sous-traite l'usinage mécanique pour la défense et l'industrie.,Tier 3,pièces usinées de précision · ensembles micro-mécaniques · composants CNC complexes,Pièces mécaniques & usinage · Mécanique de transmission,,,"Primes défense, Industriels défense, MoD / Armées",mécanique de précision · usinage 5 axes,Autre — à qualifier,"Sous-traitant éligible EN9100/AQAP — fournisseur potentiel pour pièces série courte des programmes défense (Scorpion, Eurofighter, MGCS).",100,medium
1435,M-Plus France,France,http://www.m-plusgroup.com/,,"Designer and manufacturer of complex fabricated solutions in superalloys and special metals for aeronautics, defense, and energy.",OEM,plateforme cybersécurité OT · outils d'audit ICS / SCADA,Cybersécurité (logiciels & appliances) · Avions & hélicoptères militaires · Moteurs aéronautiques · Pièces mécaniques & usinage,MCO / MRO · certification / tests · sous-traitance,MCO / MRO · Certification & tests · Sous-traitance industrielle,"Sécurité civile, MoD / Armées, Industriels défense",cybersécurité OT / ICS,Cybersécurité OT / ICS,Niche cybersécurité industrielle — partenaire pour la protection d'infrastructures critiques et bases militaires.,80,medium
1436,MPM,France,https://www.mpm.fr/,,"Distribue des pièces mécaniques, logiciels métier défense, réseaux de communication pour armées et forces de sécurité.",Tier 1,pièces mécaniques · logiciels métier défense · réseaux de communication · systèmes optroniques,Pièces mécaniques & usinage · Logiciels métier défense (autres) · Réseaux militaires (5G/P-LTE/MANET) · Optronique & viseurs (EO/IR),sous-traitance · certification / tests · ingénierie / conseil · distribution / représentation · intégration de systèmes,Sous-traitance industrielle · Certification & tests · Ingénierie & conseil · Distribution & représentation · Intégration de systèmes,"MoD / Armées, Sécurité civile",simulation · robotique / autonomie,Navigation inertielle · Simulation & VR/AR · Robotique & autonomie,Canal de distribution sur le marché mod / armées — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,100,high
1437,MPP,Belgium,http://www.mpp.be/,,A mission-critical partner in non-destructive testing for defence and aerospace.,Tier 3,,Pièces mécaniques & usinage,certification / tests · formation,Certification & tests · Formation & entraînement,Primes défense,matériaux composites · fabrication additive,Matériaux composites · Fabrication additive,Canal de distribution sur le marché primes défense — partenaire pour la représentation de marques étrangères et l'accès au tissu local.,80,medium
1438,MPS Microsystems,Switzerland,http://www.mpsag.com/en/,,Conçoit et fabrique des actionneurs miniaturisés et sous-ensembles opto-mécaniques pour aérospatial et défense.,Tier 1,actionneurs ultra-compacts · positionneurs de lentilles haute stabilité · actionneurs linéaires intégrables · vis à billes miniatures · roulements miniatures,Servomoteurs & motion control précision · Pièces mécaniques & usinage · Optronique & viseurs (EO/IR),sous-traitance mécanique de précision · industrialisation du prototype à la série,Sous-traitance industrielle · Ingénierie & conseil,"Primes défense, Industriels défense, Export / international",mécanique de précision · miniaturisation SWaP · opto-mécanique · vis à billes miniatures,Optique de précision · MEMS & capteurs miniaturisés,"Fournisseur Tier-1/2 de sous-ensembles miniaturisés pour optronique, seekers de missiles et nacelles EO/IR — partenaire clé pour intégrateurs sous contrainte SWaP.",100,manual
1439,Mraz Robotics s. r. o.,Slovakia,,,Conçoit et fabrique des robots militaires et plateformes UGV pour la défense slovaque et l'export.,OEM,robots de combat UGV · plateformes ISR terrestres,Robots terrestres (UGV / EOD),intégration capteurs · formation,Intégration de systèmes · Formation & entraînement,"MoD / Armées, Export / international",robotique terrestre,Robotique & autonomie,Compétiteur de niche sur UGV en Europe centrale — fournisseur potentiel pour intégrateurs cherchant des plateformes ouvertes.,65,manual
1440,MSI Defense Solutions,USA,http://www.msidefense.com/,,"Conçoit et fabrique des véhicules militaires, drones aériens, systèmes anti-drone pour primes et armées.",OEM,véhicules militaires · drones aériens · systèmes anti-drone · armes · équipement logistique,Véhicules tactiques (non blindés) · Drones aériens (UAV) · Systèmes anti-drone (C-UAS) · Armes légères & accessoires · Logistique militaire & transport,ingénierie / conseil · certification / tests · distribution / représentation · intégration de systèmes,Ingénierie & conseil · Certification & tests · Distribution & représentation · Intégration de systèmes,"Primes défense, MoD / Armées",véhicules tout-terrain · vol autonome · RF / micro-ondes · guerre électronique,Robotique & autonomie · Vol autonome & GPS-denied · Communications RF / micro-ondes · Guerre électronique (EW),"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
1441,MSI-Defence Systems,United-Kingdom,https://www.msi-dsl.com/,,"Conçoit et fabrique des véhicules militaires, drones aériens, systèmes anti-drone pour armées.",OEM,véhicules militaires · drones aériens · systèmes anti-drone · capteurs embarqués · radars,Véhicules tactiques (non blindés) · Drones aériens (UAV) · Systèmes anti-drone (C-UAS) · Capteurs embarqués (généraux) · Radars & traitement signal,support opérationnel,Support opérationnel & OPEX,MoD / Armées,robotique / autonomie · Lidar / Laser · imagerie thermique,Robotique & autonomie · Lidar / Laser · Imagerie infrarouge,"Acheteur potentiel de motorisation, blindage, optronique et électronique embarquée pour ses lignes véhicules — également compétiteur sur le segment véhicules.",100,high
1442,MSM LAND SYSTEMS s.r.o.,Slovakia,https://www.msmls.sk/,,"Conçoit et fabrique des véhicules tactiques (Patriot II, Aligator) et systèmes terrestres pour les armées slovaques et l'export.",OEM,véhicule blindé Patriot II · véhicule Aligator 4x4 · modernisation BMP / OT-90,Véhicules blindés · Missiles & armements guidés · Véhicules tactiques (non blindés),modernisation flottes · MCO véhicules,Modernisation de flottes · MCO / MRO,"MoD / Armées, Export / international",véhicules tactiques,Autre — à qualifier,Constructeur slovaque de blindés (CSG / MSM) — niche pour modernisation Europe centrale post-Pacte de Varsovie.,100,manual
1443,"MSM Services, s.r.o.",Slovakia,http://msm.sk/,,"MSM GROUP is a European leader in the development and production of defence technology, aiming for a unique position within the European…",OEM,,Armes lourdes & systèmes de tir,,,,cloud · GNSS / GPS,Cloud & cloud souverain · GNSS / navigation satellite,À qualifier — données publiques insuffisantes pour trancher.,55,medium
1444,MTE/DGITM/SDMINT/MINT2,France,http://www.ecologie.gouv.fr/politiques-publiques/agence-linnovation-transports,,"Avec ses partenaires, elle identifie les compétences nécessaires recherchées, trouve des lieux d’accueil pour les expérimentations ou ses…",Tier 1,capteurs embarqués · batteries / sources d'énergie · radars,Capteurs embarqués (généraux) · Batteries & packs énergétiques · Radars & traitement signal,ingénierie / conseil · formation · certification / tests,Ingénierie & conseil · Formation & entraînement · Certification & tests,"Sécurité civile, Primes défense",IA / vision · Lidar / Laser,IA / machine learning · Lidar / Laser,Compétiteur sur capteurs embarqués — cible potentielle pour la vente de sous-systèmes complémentaires ou de prestations associées.,100,high
1445,MTN Satellite,USA,http://www.mtnsat.com/,,Fournit des solutions de communications mission-critique pour gouvernements et premiers répondants.,OEM,,Satellites & CubeSats · Réseaux militaires (5G/P-LTE/MANET) · Plateformes IA / vision défense,intégration de systèmes,Intégration de systèmes,"Sécurité civile, Export / international",5G / sans-fil · cybersécurité · RF / micro-ondes,5G / réseaux radio mobiles · Cybersécurité · Communications RF / micro-ondes,Prestataire potentiel de intégration de systèmes pour sécurité civile — partenaire pour les marchés publics et industriels associés.,80,medium
1446,"Mudanjiang North Alloy Tools Co., Ltd.",China,http://en.north-tungsten.cn/,,"Conçoit et fabrique des équipement logistique, réseaux de communication, systèmes satellitaires.",OEM,équipement logistique · réseaux de communication · systèmes satellitaires · véhicules militaires · pièces mécaniques,Logistique militaire & transport · Réseaux militaires (5G/P-LTE/MANET) · Satellites & CubeSats · Véhicules tactiques (non blindés) · Pièces mécaniques & usinage,certification / tests,Certification & tests,"MoD / Armées, Export / international",robotique / autonomie · Lidar / Laser,Robotique & autonomie · Lidar / Laser,"Acheteur potentiel de gestion de flotte, télémétrie, énergie pour ses lignes logistique — également compétiteur sur le segment logistique.",100,medium
