account_name,country,priority_level,lead_score,target_type,buying_need_main,ideal_seller_profile,recommended_sales_angle,short_pitch,website_url,linkedin_company_url,lead_status,next_best_action,notes
"MEOPTA SYSTEMS, S.R.O.",République tchèque,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.meopta.com/,,New,No immediate action,
MERCEDES-BENZ AG,Allemagne,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed MERCEDES-BENZ AG at Eurosatory.,https://www.group.mercedes-benz.com/,,New,No immediate action,
MERIN,Italie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.merin.it/,,New,No immediate action,
MERIO,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.merio.fr/,,New,No immediate action,
MERSEN Advanced Materials,France,D,15.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed MERSEN Advanced Materials at Eurosatory.,http://www.mersen.com/,https://www.linkedin.com/showcase/mersen-graphite-specialties/?viewAsMember=true,New,No immediate action,
MERTSAV DEFENCE,Turquie,C,51.9,Acheteur potentiel,Mechanical parts,Vend des sous-systèmes / composants à un OEM construisant Logistics equipment.,"MERTSAV DEFENCE pitches end-to-end C4ISR; they need sub-systems, software components and compliance services.",Hi — MERTSAV DEFENCE ships Logistics equipment to defense customers.,https://www.mertsav.com.tr/,https://www.linkedin.com/company/mertsav-savunma-sistemleri/?viewAsMember=true,New,Keep in watchlist,
"MESIT asd, s.r.o.",République tchèque,A,76.0,Acheteur potentiel,Composite materials,"RF, crypto, certification interopérabilité pour radios tactiques.","Tactical comms vendors source RF, encryption modules and certifications. Talk to RF / security architect.","Hi — I noticed MESIT asd, s.r.o.",http://www.mesit.cz/,https://www.linkedin.com/company/skupinamesit,New,Contact sales team and qualify need,
METAL INDUSTRIES France,France,D,18.1,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed METAL INDUSTRIES France at Eurosatory.,http://www.metal-industries.fr/,https://www.linkedin.com/company/metal-industries-france,New,No immediate action,
METAL TECHNOLOGY GROUP - Angel Balevski Holding,Bulgarie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mtgbg.com/,,New,No immediate action,
METALLIAGES,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.metalliages.fr/,,New,No immediate action,
METEOROLOGICAL INSTRUMENTS,Suisse,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.irdam.ch/,,New,No immediate action,
METRAVIB DEFENCE,France,A,77.0,Acheteur potentiel,Engines / propulsion,"Sous-systèmes, composites, certification pour primes terrestres.",Land defense primes integrate huge supply chains. Procurement is the buyer.,"Hi — I noticed METRAVIB DEFENCE builds Vehicles, Sensors (+6) for Land defense.",http://www.metravib-defence.com/,https://www.linkedin.com/showcase/metravib-defence-protection-of-people-sites-&-vehicles,New,Contact sales team and qualify need,
METROHM France,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.metrohm.com/fr_fr.html,https://www.linkedin.com/company/metrohm-france/,New,No immediate action,
METROPACK,France,B,69.5,Acheteur potentiel,Energy / batteries,"Fournisseur de batteries, moteurs, optronique, RF, composites pour fabricants UAV.","UAV builds need batteries, motors, optronics, RF links and composites. Map their bill of materials with the supply chain lead.","Hi — I noticed METROPACK builds UAV / drones, Soldier equipment (+3) for UAV / drones.",http://www.metropack.fr/,https://www.linkedin.com/company/metropack/,New,Review website and validate opportunity,
Meuser Optik,Allemagne,C,49.7,Acheteur potentiel,Cloud / data services,"Vend des sous-systèmes / composants à un OEM construisant Software / Platforms, Optronics / Optics.","Meuser Optik sells optronics, they need detector and electronics suppliers. Lead with quality data.","Hi — Meuser Optik ships Software / Platforms, Optronics / Optics to defense customers.",https://www.meuser-optik.com/,,New,Keep in watchlist,
MEVACO S.A.,Grèce,C,52.7,Fournisseur potentiel,Cloud / data services,"Matières premières, outils coupants, services qualité pour sous-traitants.","Sub-contractors buy raw materials, cutting tools and quality services.",Hi — I noticed MEVACO S.A.,https://www.mevaco.gr/,,New,Keep in watchlist,
MFS DEFENSE,Hongrie,A,80.5,Acheteur potentiel,Cloud / data services,"Matériaux énergétiques, mécanique, packaging, certification.","Ammunition makers buy energetic materials, mechanical parts, packaging and certification services.","Hi — I noticed MFS DEFENSE builds Software / Platforms, Ammunition (+3) for Ammunition.",http://mfs-ammunition.com/,,New,Contact sales team and qualify need,
"MIC, MHTI of Armenia",Armenia,C,49.4,Acheteur potentiel,Energetic materials,Vend des sous-systèmes / composants à un OEM construisant Ammunition.,"MIC, MHTI of Armenia buys raw materials and machining — long lead times. Procurement is the buyer.","Hi — MIC, MHTI of Armenia ships Ammunition to Defense ministries.",https://hightech.gov.am/en/,http://www.linkedin.com/shareArticle?mini=true&url=https://hightech.gov.am/en/hetadarj-kap/hetadarj-kapi-tvyalner&title=&summary=,New,Keep in watchlist,
MICHIGAN ECONOMIC DEVELOPMENT CORPORATION,États-Unis,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://michiganbusiness.org/,,New,No immediate action,
Michigan Scientific Corporation,États-Unis,D,15.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Michigan Scientific Corporation at Eurosatory.,https://www.michsci.com/,,New,No immediate action,
MICRON INSTRUMENTS PVT LTD,Inde,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.microninst.com/,,New,No immediate action,
MICROPIERRE SA,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
MICROPOL FIBEROPTIC,Suède,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
Microsoft,États-Unis,B,61.7,Acheteur potentiel,Mechanical parts,"Visuel, motion, haptique, IA pour fabricants de simulateurs.",Simulator builders source visual / motion / haptics hardware and AI components. Engineering is the buyer.,"Hi — I noticed Microsoft builds Logistics equipment, Simulators / Training for Simulation / training.",http://www.microsoft.com/,,New,Review website and validate opportunity,
Micross Components,États-Unis,D,16.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Micross Components at Eurosatory.,https://www.micross.com/,https://www.linkedin.com/company/micross-components/,New,No immediate action,
MIFA,Pays-Bas,B,62.4,Acheteur potentiel,Industrial subcontracting / machining,"Verre spécial, détecteurs, mécanique de précision pour optronique.","Optronics suppliers buy specialty glass, detectors and precision mechanics. Talk to procurement and engineering.","Hi — I noticed MIFA builds Electronic components, Mechanical parts (+2) for Optics / optronics.",https://mifa.eu/nl/,,New,Review website and validate opportunity,
MIILUX OY,Turquie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.miilux.com.tr/en/homepage,,New,No immediate action,
Miilux Oy,Finlande,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
Mikkelin Kehitysyhtiö MIKSEI Oy / Etelä-Savo Goes Global,Finlande,B,64.6,Fournisseur potentiel,RF / microwave components,"Pièces de rechange, calibration, certification pour acteurs MRO.","MRO providers source spare parts, calibration tools and certification services. Procurement is the buyer.","Hi — I noticed Mikkelin Kehitysyhtiö MIKSEI Oy / Etelä-Savo Goes Global builds Communications networks, Energy / batteries for Logistics / MRO.",https://mikseimikkeli.fi/en/hanke/etela-savo-goes-global-2/,,New,Review website and validate opportunity,
MIKRO-PULSSI,Finlande,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.mikro-pulssi.fi/,,New,No immediate action,
Milda Technologies,Lettonie,C,50.1,Acheteur potentiel,Engines / propulsion,"Vend des sous-systèmes / composants à un OEM construisant Vehicles, Robotics / UGV.",Qualify the activity before pitching.,"Hi — Milda Technologies ships Vehicles, Robotics / UGV (+1) to Critical infrastructure.",http://milda.tech/,,New,Keep in watchlist,
MilDef,Suède,B,73.5,Acheteur potentiel,Engines / propulsion,"Composants, sous-systèmes, software, services pour primes C4ISR.",C4ISR primes integrate hundreds of components — the sourcing surface is huge. Procurement / supply chain is the entry point.,"Hi — I noticed MilDef builds Vehicles, Optronics / Optics (+5) for C4ISR.",http://www.mildef.com/,https://www.linkedin.com/company/mildef-group/,New,Review website and validate opportunity,
MILDEF INTERNATIONAL TECHNOLOGIES SDN BHD,Malaisie,B,74.5,Acheteur potentiel,Engines / propulsion,"Moteurs, composites, plaques balistiques, optronique, comms pour OEM blindés.","Armored vehicle OEMs buy engines, composites, ballistic plates, optronics, comms and specialised mechanics in volume.","Hi — I noticed MILDEF INTERNATIONAL TECHNOLOGIES SDN BHD builds Vehicles, Logistics equipment (+4) for Armored vehicles.",http://mildef.com.my/,,New,Review website and validate opportunity,
Milestone Aviation Services,Arabie saoudite,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,,,New,No immediate action,
Military Defense Package / Military Box/ Container,Chine,B,69.5,Acheteur potentiel,Energetic materials,"Vend des sous-systèmes / composants à un OEM construisant Ammunition, Vehicles.",Military Defense Package / Military Box/ Container buys for next-gen platforms — engineering and supply chain are the buyers.,"Hi — Military Defense Package / Military Box/ Container ships Ammunition, Vehicles (+2) to Police / law enforcement.",https://www.ammodefensepackaging.com/,,New,Review website and validate opportunity,
MILITARY EQUIPMENT DENMARK,Danemark,B,66.0,Acheteur potentiel,RF / microwave components,"Sous-systèmes, composites, certification pour primes terrestres.",Land defense primes integrate huge supply chains. Procurement is the buyer.,"Hi — I noticed MILITARY EQUIPMENT DENMARK builds Communications networks, Vehicles (+2) for Land defense.",http://www.med.dk/,https://www.linkedin.com/company/2617834/admin/settings/,New,Review website and validate opportunity,
Millog Oy,Finlande,D,17.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed Millog Oy at Eurosatory.,http://millog.fi/en/,https://fi.linkedin.com/company/millog-oy,New,No immediate action,
Milpower Savunma Sistemleri TİC.A.Ş,Turquie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.milpower.com.tr/,,New,No immediate action,
Milrem Robotics,Estonie,A,76.0,Acheteur potentiel,Engines / propulsion,"Capteurs, payloads optroniques, communications pour plateformes ISR.","ISR platforms aggregate sensors, comms and AI. Map Milrem Robotics's integration partners.","Hi — I noticed Milrem Robotics builds Vehicles, UAV / drones (+5) for Intelligence / ISR.",http://www.milremrobotics.com/,https://www.linkedin.com/company/milremrobotics/,New,Contact sales team and qualify need,
MILTECH HELLAS,Grèce,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://miltech.gr/,,New,No immediate action,
MILTON,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.milton-innovation.com/,,New,No immediate action,
MINISTÈRE DE L'INTÉRIEUR ET DES OUTRE-MER,France,D,14.6,À vérifier,Industrial subcontracting / machining,Qualifier l'activité avant tout pitch ciblé.,"Public sources too thin — discovery call first, focused pitch second.",Hi — I noticed MINISTÈRE DE L'INTÉRIEUR ET DES OUTRE-MER at Eurosatory.,http://www.interieur.gouv.fr/,,New,No immediate action,
Ministère des Armées et des Anciens combattants,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.defense.gouv.fr/,https://www.linkedin.com/company/ministere-des-armees,New,No immediate action,
Ministère des armées et des anciens combattants - PEPS,France,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,http://www.defense.gouv.fr/,,New,No immediate action,
MINISTRY OF DEFENCE,Cyprus,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://mod.gov.cy/,,New,No immediate action,
Ministry of Defence of the Slovak Republic,Slovaquie,D,,À vérifier,To enrich,Qualifier l'activité avant tout pitch ciblé.,To enrich,To enrich,https://www.mosr.sk/mo-sr-en/,,New,No immediate action,
